id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4912516,"(Happy, Upscale 5Bed Home (Roscoe Village))",22052322,John,,North Center,41.94691144,-87.68787102,Entire home/apt,147,2,122,10/28/18,2.72,1,197
4923963,(Charming Brownstone Garden Level),23197213,Doral,,Grand Boulevard,41.81158465,-87.61335962,Entire home/apt,195,2,22,10/8/18,0.63,1,365
4925062,(Charming Row House Historic Pullman),25368785,Ellen,,Pullman,41.68905873,-87.60768728,Private room,50,2,7,6/12/18,0.16,1,31
4931044,"(Clean, Cozy and Close to Everything)",25401860,Mindy,,West Town,41.89473274,-87.68153754,Private room,70,1,20,7/26/17,0.45,1,257
4956371,(Bee hive apartment 2nd),25547757,John,,West Town,41.90021235,-87.69305467,Private room,55,2,109,10/28/18,2.4,1,365
4978940,(Top-Floor Vintage Rogers Park by EL),25666494,Issa,,Rogers Park,42.01446733,-87.66605972,Private room,95,3,38,10/15/18,0.84,1,178
4994471,(3200 SF 4 Bedroom Duplex),25750320,John,,Lincoln Park,41.92103723,-87.65890854,Entire home/apt,350,3,17,10/18/18,0.37,1,247
5014976,"(3BD, 2BA Hotel Suite -Fireplace)",24705990,Rick,,Uptown,41.97084849,-87.66694541,Entire home/apt,359,3,33,9/14/18,0.8,12,179
5027850,(2 bedroom Southside Gem with cozy charm),25947013,Mar,,Auburn Gresham,41.73414631,-87.63924897,Entire home/apt,56,2,7,11/5/18,3.13,1,173
5074013,(Unwind in Style Steps from the Magnificent Mile),10209853,Tatiana And Roupen,,Near North Side,41.89316137,-87.62442138,Entire home/apt,250,2,181,11/5/18,4.14,1,174
5092325,(Wicker Park/Six Corners Private Bedroom),25859487,Daniel,,West Town,41.90747441,-87.67715365,Private room,78,2,52,8/30/17,1.21,1,0
5095350,(South Loop Condo-Soldier Field),26328356,Missy,,Near South Side,41.86040618,-87.62744186,Entire home/apt,120,1,19,11/9/18,0.44,1,17
5102125,(Rent aBR in a Modern decored Condo!),10613587,Saurin,,West Town,41.89493608,-87.65888054,Private room,90,3,57,11/6/18,1.89,4,121
5102601,(Charming Studio with Kitchenette),20784663,Will And SuzAnn,,Lincoln Park,41.92237224,-87.65004768,Entire home/apt,139,1,120,11/3/18,2.64,1,355
5117490,(Entire Floor of a Modern Duplex),1407749,Vladimir,,West Town,41.89955463,-87.6922197,Private room,105,1,139,10/28/18,3.05,1,180
5126218,"(Rooftop deck, spacious, comfortable)",13228002,Martha,,Logan Square,41.92149292,-87.67816564,Entire home/apt,145,30,3,8/13/18,0.11,1,198
5152597,(Sunny 2nd Floor in Lincoln Square),22591305,Patrick,,Lincoln Square,41.96783201,-87.69364495,Entire home/apt,130,3,20,10/22/17,0.45,1,0
5169411,"(Brick Home in Bucktown, Chicago)",26735844,Jenny,,Logan Square,41.91858234,-87.6778985,Entire home/apt,125,2,26,10/21/18,0.6,1,219
5185790,"(Unique 6,000 Foot Converted Factory)",26819996,Jon,,West Town,41.89256785,-87.66985517,Entire home/apt,5000,1,0,,,1,364
5195252,(Room with large private balcony),26874445,Sebastien,,West Town,41.90367981,-87.67942872,Private room,85,2,48,12/18/17,1.2,2,0
5205377,(Private room+bath in Wicker Park),26874445,Sebastien,,West Town,41.90436116,-87.67953414,Private room,74,2,144,10/13/18,3.2,2,262
5210927,(iKlektik House // Robin),8813383,Mindy And Tony,,West Town,41.89266067,-87.68654585,Entire home/apt,79,2,243,11/10/18,5.58,3,164
5210931,(Lights! Camera! Action! Cool Space!),26957265,Beth,,West Town,41.88944518,-87.68241361,Entire home/apt,200,1,67,10/21/18,1.5,4,365
5231461,(Modern/Spacious 2BR/2BA West Town),27074701,Charissa,,West Town,41.90036041,-87.69331519,Entire home/apt,150,3,112,10/28/18,2.57,1,362
5273709,(the Paulina connection),10815319,Matteo,,Lower West Side,41.85746856,-87.67034256,Entire home/apt,69,2,5,10/28/18,0.17,1,45
5283285,(The Flower Power Room),22215535,Matt,,Lower West Side,41.85624991,-87.67048812,Private room,25,2,155,6/27/18,3.4,3,12
5293063,(1Bed Michigan Ave Executive Condo Nov 1st),27411031,Bob,,Near South Side,41.85477426,-87.62195914,Entire home/apt,86,180,17,9/21/15,0.38,1,334
5297152,(Fresh and Sunny Bed & Bath by UofC),9499059,Bennett,,hyde park,41.79717849,-87.59734717,Private room,65,2,148,6/6/18,3.33,1,0
5321981,(Huge Room in Art Gallery ( :>~),24676863,William,,West Town,41.90977542,-87.67690616,Private room,50,1,46,10/28/18,1.05,3,152
5322865,(Big Inspiring room in Art Gallery),24676863,William,,West Town,41.91059804,-87.67590715,Private room,48,1,42,10/14/18,0.95,3,335
5328080,(Luxury  2 Bedroom  2 Bath Private),8206596,Jonathan,,Rogers Park,42.00238954,-87.66692239,Entire home/apt,95,2,106,11/11/18,2.37,3,277
5338141,(Private Room & Bath on 1st floor of 3 level condo),5878139,Niren,,Logan Square,41.91574118,-87.68840533,Private room,59,4,27,10/31/18,0.91,2,84
5351905,(Great Deal! 1Bdr + Office Chicago's Bucktown),27739129,Amy,,Logan Square,41.91778777,-87.6830361,Entire home/apt,100,1,82,8/26/18,1.92,1,0
5359984,"(3 BR condo with great views, free WIFI and parking)",4698713,Mark,,West Town,41.89522939,-87.66601008,Entire home/apt,190,3,56,10/28/18,1.28,1,181
5362499,(Cozy and Chill Humboldt Park Apt!),5506274,Jennifer,,West Town,41.89615473,-87.6979619,Private room,46,2,24,9/17/18,0.53,1,170
5383435,(In Hip Ukrainian Village/ Wicker pk),16680094,Shana And Mike,,West Town,41.89980486,-87.6820446,Entire home/apt,159,2,32,11/11/18,0.99,3,337
5393792,(Beautiful 2BR/1BA Bucktown Apartment),24338700,Mika,,Logan Square,41.91940778,-87.67708417,Entire home/apt,120,1,30,11/11/18,0.67,1,362
5406217,(Modern 1BR/2BA Logan Square Condo),28022926,Bryan,,Logan Square,41.92681331,-87.70853304,Entire home/apt,160,2,81,10/8/18,1.86,1,316
5414283,(Don't You Deserve a Lil Pampering? Lush Bed Awaits),2768284,Cherie,,hyde park,41.79810095,-87.58926892,Private room,72,2,155,10/28/18,3.54,1,344
5414968,(Private Rooftop 2 BD 2 BTH in LP),27736437,Daniel,,O'hare,41.92908124,-87.66444905,Entire home/apt,159,2,31,10/18/18,0.69,1,169
5433586,(Vintage 1BR w/ stained glass charm),2697452,Clayton,,Logan Square,41.92397829,-87.70678896,Entire home/apt,130,3,67,10/8/18,1.49,1,234
5447105,"(Charming flat, hotel luxury)",504470,Mark,,Edgewater,41.97733904,-87.66337928,Entire home/apt,203,3,55,11/5/18,1.36,1,293
5447656,(Sunny Logan Square Apartment),1777718,Marissa,,Logan Square,41.91765073,-87.71262887,Entire home/apt,100,2,26,7/20/18,0.63,1,352
5457222,(WRIGLEY AND THE LAKE-steps away),17114089,Diana,,Lake view,41.94898564,-87.64354729,Entire home/apt,139,2,107,9/18/18,2.38,1,88
5480976,(2BR Chicago Condo w/ Garage Parking),22567195,Tim,,Logan Square,41.92021471,-87.69004913,Entire home/apt,119,2,175,11/12/18,3.96,2,353
5481685,(Private bedroom & bathroom in duplex),28428522,Guy,,Rogers Park,42.01622138,-87.67960124,Private room,45,2,21,10/14/18,0.49,1,320
5509147,(Sun filled Apartment in Lincoln Park 3Flat!),27552102,Tamara,,Lincoln Park,41.91644367,-87.65215811,Entire home/apt,148,4,49,11/10/18,1.18,1,345
5511358,(Private Room in Avondale!),13891715,Margi,,Irving Park,41.94729361,-87.70328832,Private room,34,2,38,10/20/18,0.87,1,342
5545645,(Spacious 2BR conenviently located),28681150,Kim And Bob,,West Town,41.89630747,-87.69998813,Entire home/apt,89,1,59,11/1/18,1.52,3,176
5551160,(Beautiful Apartment near Water Tower),24543948,Oli,,Near North Side,41.89840155,-87.62917438,Entire home/apt,199,3,82,5/19/18,1.99,2,12
5571262,(Sunny 3 Level Apt),12549865,Holly,,West Town,41.89806819,-87.67336428,Entire home/apt,275,2,61,10/14/18,1.39,1,269
5601166,(Purple palace in West Town!),10929290,Aaron And Kate,,West Town,41.89540917,-87.67536771,Private room,80,2,43,10/28/18,0.99,1,322
5602585,(***Cozy studio..  only 1/2 block from Wrigley!!**),29044814,Christine,,Lake view,41.94624948,-87.65845618,Entire home/apt,174,1,27,10/29/18,0.64,1,362
5632638,(Wicker Park Urban Oasis),17052211,Yolie,,West Town,41.90900343,-87.67688697,Private room,105,2,41,10/21/18,0.94,2,365
5645139,(Vintage Uptown Loft with Queen Bed & Private Bath),13195824,Amy,,Uptown,41.96834313,-87.65850572,Private room,71,3,108,10/31/18,2.54,1,347
5651414,(Private bath & bdrm in lovely condo),847592,Jennifer,,West Town,41.89403451,-87.68074623,Private room,55,1,99,10/28/18,2.32,1,361
5657221,(2 BR - Great Location & Garage Spot),29321674,Travis,,West Town,41.89910133,-87.66411046,Entire home/apt,249,2,12,10/7/18,0.28,1,11
5672345,"(Ideal for exploring ""local"" Chicago & attractions)",29409792,Alyssa,,Logan Square,41.91540419,-87.68721256,Entire home/apt,175,3,61,11/11/18,1.4,1,261
5681790,(Charming 2 BR in Lincoln Park),29456819,Julie,,Lincoln Park,41.91926185,-87.65052101,Entire home/apt,190,2,125,8/3/18,2.94,1,362
5706620,(Wicker Park 2 Bedroom Artist Loft),33004,At Home   Inn,,West Town,41.90196521,-87.67407774,Entire home/apt,279,5,6,1/7/17,0.14,9,365
5712768,(Huge 5BR 2BA Chicago Condo),22567195,Tim,,Logan Square,41.91924891,-87.69096494,Entire home/apt,199,2,155,11/12/18,3.48,2,335
5733394,(East Lakeview/Wrigleyville Charming Loft),29730367,Ellen,,Lake view,41.94271138,-87.65291783,Entire home/apt,99,2,38,10/29/18,7.22,2,172
5748576,(Charming European Back Deck),27909973,Shkelzen,,West Ridge,41.98805232,-87.69570136,Entire home/apt,96,2,56,10/28/18,1.32,1,365
5749161,(Buena Park Loft),29117197,Michael,,Uptown,41.96033447,-87.65525607,Entire home/apt,200,1,6,7/21/18,0.27,1,318
5785758,(St. Ruby's Flats C - Easy Access to Loop (20 min)),250400,Dan,,South Lawndale,41.85289505,-87.69617418,Private room,45,20,13,10/10/18,0.34,7,340
5794319,(Sunny Logan Square Bedroom),30052358,Julissa,,Logan Square,41.92045949,-87.71656499,Private room,35,1,172,10/30/18,7.11,1,125
5795174,(Solo Room/w Private Bath - **2 blocks from EL**),3917198,Kristina,,Uptown,41.9655658,-87.66095962,Private room,58,2,20,8/21/18,1.41,1,0
5796340,(Spacious 2 bedroom apartment!),28648769,Tuuli,,Near West Side,41.87093859,-87.68773918,Entire home/apt,99,3,132,10/29/18,3,1,332
5804791,(Saint Ruby's Flats A - 20 minutes to  Loop by El),250400,Dan,,South Lawndale,41.85283695,-87.698309,Private room,45,5,9,8/12/18,0.24,7,340
5805991,(Saint Ruby's Flats B Easy Loop Access by El),250400,Dan,,South Lawndale,41.8541773,-87.69619279,Private room,68,25,5,7/31/18,0.17,7,349
5807478,(Saint Ruby's Flats (3B)),250400,Dan,,South Lawndale,41.85438714,-87.69619665,Private room,55,5,7,9/29/18,0.25,7,335
5807548,(Saint Ruby's Flats (3A)),250400,Dan,,South Lawndale,41.85390188,-87.69814167,Private room,55,28,9,9/16/18,0.25,7,285
5814832,(Winchester Private Studio Apartment),21143101,Mari Pat,,Lincoln Square,41.97142487,-87.67634946,Entire home/apt,97,2,75,11/11/18,1.73,1,218
5824524,(Great Studio in Historic Gold Coast),30232079,Jason,,Near North Side,41.90121825,-87.62933127,Entire home/apt,145,2,5,5/28/18,0.12,1,252
5827151,(Luxurious Loop High Rise Heart of Downtown!!),30248686,Charles,,L??p,41.87004068,-87.62602209,Private room,119,1,250,11/3/18,5.72,6,317
5836043,(Freshly Styled Apartment near Division Street),2209061,Michelle,,West Town,41.90138041,-87.6733493,Entire home/apt,325,30,27,9/11/18,0.62,2,176
5847065,(Goose & Fox Hostel Lincoln Park),30356781,Greg,,Lincoln Park,41.91727219,-87.65333719,Private room,75,1,104,11/4/18,2.41,1,352
5850897,"(McCormick Place, Downtown Chicago, Museums, & more)",22588707,Brandon,,Grand Boulevard,41.81214202,-87.61231495,Private room,99,2,16,9/3/18,0.38,1,365
5851115,(Great Place Garfield Park 3 Bedroom),28811949,Seth And Mike,,West Garfield Park,41.87477619,-87.72130867,Entire home/apt,95,1,209,11/12/18,4.75,1,336
5851766,(Beautiful ultra comfy Room+Bath in hip LoganSquare),16715530,Aishwarya,,Logan Square,41.92468607,-87.70948464,Private room,79,1,444,11/13/18,10.11,1,349
5858718,(Wrigleyville/Lakeview Luxury Condo),11968764,Karen,,Lake view,41.94249868,-87.65233951,Entire home/apt,1145,3,0,,,1,359
5861971,(Funky & Cozy Designer Apt/ 4 stops from Downtown),11710780,Robert,,East Garfield Park,41.88674989,-87.70660173,Entire home/apt,55,2,52,10/29/18,1.25,1,295
5863177,(Attractive Room in Stylish Apartment),8549643,George And Sean,,Lincoln Park,41.91756004,-87.65142121,Private room,85,1,126,10/28/18,2.9,25,122
5869607,(Lights!Camera!Action!Cool! Take 2),26957265,Beth,,West Town,41.88918065,-87.68011738,Entire home/apt,200,1,27,9/9/18,0.81,4,364
5874798,(Private bedroom/bath in Lakeview),30507677,Dorene,,Lake view,41.94083612,-87.65781474,Private room,93,2,165,10/28/18,3.79,1,328
5882164,(EPIC LOCATION BY HANCOCK TOWER 2 BEDROOM),3965428,Rob,,Near North Side,41.8997438,-87.62082525,Entire home/apt,250,31,5,6/1/18,0.11,16,365
5884731,(West Side Walk Up! Walk to the CTA.),10917550,Nicky,,East Garfield Park,41.88753785,-87.70729829,Entire home/apt,79,1,167,10/18/18,3.84,13,348
5911098,(Prime West Loop 1 BR Apt w/ Gym),6237841,Andrew,,Near West Side,41.88231771,-87.64911687,Entire home/apt,240,2,22,9/2/18,0.5,1,0
5912305,(Trendy room by United Center),11099237,George,,Near West Side,41.87863233,-87.68151647,Private room,45,1,19,11/11/18,0.56,2,37
5925583,(Prairie + Garden /Comfy Chic - Rm 1),12224225,Kelly,,Greater Grand Crossing,41.76586559,-87.61818659,Private room,70,2,6,5/27/18,0.14,1,358
5929998,(Modern urban oasis),15867500,Rahul,,West Town,41.91033377,-87.68443905,Entire home/apt,150,3,27,10/31/18,0.78,1,357
5977874,(Coolest Wicker Park 2 BDRM!!  Winter Special.),16864162,Brittany,,West Town,41.90531401,-87.6671333,Entire home/apt,123,2,160,10/28/18,3.87,3,351
5980645,(Sidh  Arya),31050127,Siddharth,,Hermosa,41.9343265,-87.7394453,Private room,27,1,45,11/11/18,1.03,2,330
5981743,(Private room in Art Gallery ((:),24676863,William,,West Town,41.91010502,-87.6770989,Private room,64,1,12,10/16/18,0.28,3,73
5996942,"(Spacious suite near CTA/orange line, McKinley Park)",30836055,Ying,,Mckinley Park,41.82962471,-87.67529372,Entire home/apt,59,2,56,10/30/18,1.85,2,345
6000726,(Stylish 1BD Coach House in the city),19134284,Jonah,,Avondale,41.93583161,-87.69360512,Entire home/apt,87,3,105,11/3/18,2.49,1,171
6000922,"(Bright cheerful, friendly home!)",31152408,Daria,,Edgewater,41.99782792,-87.66232399,Private room,75,1,125,11/11/18,2.99,1,338
6003054,(New Luxury Master Bedroom and Bath),11156544,Rebecca,,Irving Park,41.94440426,-87.73020133,Private room,60,1,78,9/2/18,1.86,2,13
6014028,(Beautiful grand home by Downtown),31218043,Ion,,Douglas,41.83617687,-87.62081581,Private room,86,1,205,10/30/18,4.73,1,266
6026996,"(#44 Loyola U, Northwest U. Beach)",13389580,Ed,,Rogers Park,42.00975006,-87.66466797,Entire home/apt,100,2,39,10/14/18,0.92,7,178
6039038,(05b. Queen futon in Common Room),2907254,Joe,,West Ridge,42.01713928,-87.68808115,Shared room,25,1,111,10/28/18,2.61,16,73
6045978,(Trendy Roscoe Village 3BD/2B w/fireplace~ Cozy HM2),683529,Joe,,North Center,41.94641583,-87.68348415,Entire home/apt,299,1,4,10/23/18,0.1,20,365
6051322,(1BD Suite @ The Guesthouse Hotel(2)),24705990,Rick,,Uptown,41.97281757,-87.66878947,Private room,219,3,5,11/28/16,0.12,12,0
6051951,(Homey Chicago Condo (2Br-1Ba)),709363,Bogdan,,Montclare,41.92311357,-87.79904411,Entire home/apt,120,2,17,8/12/18,0.42,1,364
6053269,(2BD Suite @The Guesthouse Hotel (2)),24705990,Rick,,Uptown,41.97155976,-87.66699725,Private room,399,3,19,8/3/18,0.45,12,0
6057908,(Lakeview Charmer -with parking!),31673,Cathy,,Lake view,41.93923709,-87.65501966,Entire home/apt,170,2,159,10/28/18,3.77,1,348
6065318,"(NEW,Roscoe Village,Cubs, Pvt Bath, Pvt Entrance)",20374823,Nick,,North Center,41.94850714,-87.68290737,Private room,59,2,292,11/12/18,6.77,2,280
6077875,(Vintage Living In Rogers Park),6309410,Jerry,,Rogers Park,42.00802518,-87.67253859,Private room,45,2,149,11/3/18,3.44,1,111
6078393,(Perfect Family-friendly house),31551384,Rebekah,,North Center,41.95730119,-87.68005508,Entire home/apt,475,3,20,7/18/18,0.5,1,173
6079747,(Charming Studio near Downtown and the Beach),3986873,Elena,,Uptown,41.97629106,-87.6543717,Entire home/apt,123,2,132,10/29/18,3.1,6,344
6093540,"(Sexy,Inviting Lux Condo: Private Room & Bath)",3345925,Michael,,Uptown,41.96884955,-87.66617246,Private room,109,4,60,11/6/18,1.41,1,67
6103482,(Luxury 1 bed 1 bath. Private),8206596,Jonathan,,Rogers Park,42.00199088,-87.66722989,Entire home/apt,55,2,19,3/5/17,0.54,3,0
6104268,(2BR Just 2 Blocks to the Train with City Views),31673336,Tess,,West Town,41.90155668,-87.6637495,Entire home/apt,159,2,84,10/28/18,1.96,1,348
6120375,(Historic Storefront 2 bedroom loft condo),1630832,Chelsey,,Lincoln Park,41.9172045,-87.65640122,Entire home/apt,185,2,26,5/3/18,0.61,1,99
6129236,"(Charming, warm, & centrally located)",21016389,Karin,,West Town,41.89670932,-87.65620379,Private room,76,1,92,10/30/18,2.23,2,74
6133578,(Vintage Storefront on 18th Street),25414310,Miranda,,Lower West Side,41.85850021,-87.66920951,Entire home/apt,85,1,283,10/28/18,6.91,1,266
6140685,(Bucktown Bunkroom),15725234,Josh,,Logan Square,41.91831667,-87.68656263,Private room,48,2,75,10/29/18,1.74,3,365
6150893,(Logan Sq 3 blocks to Blue Line(ORD)),4653633,Justine,,Logan Square,41.93146675,-87.70801172,Entire home/apt,150,2,161,11/9/18,3.76,1,320
6153674,(Trendy Roscoe Village 3BD/2BA w/Fireplace Cozy VN1),683529,Joe,,North Center,41.94106333,-87.68213943,Entire home/apt,299,2,11,8/28/18,0.35,20,360
6168481,(Heart Of Gold Coast Chicgo),27795661,Mark,,Near North Side,41.90736344,-87.62673689,Entire home/apt,100,30,5,10/10/18,0.28,1,350
6183074,"(Sunny Apartment, Great Neighborhood)",15725234,Josh,,"O""hare",41.91984729,-87.68893601,Entire home/apt,118,2,35,10/14/18,0.82,3,365
6185146,(Private 2bdm apt near Logan Square),30699423,HeiLo,,Avondale,41.93710831,-87.71932959,Entire home/apt,105,1,249,10/27/18,5.78,3,353
6196039,(Chicago- 4 story townhome),32131025,Rommell,,hyde park,41.80002121,-87.60149439,Entire home/apt,150,3,2,6/10/18,0.34,1,89
6198321,(Studio in Great Chicago Location!),32143044,Michael,,Near West Side,41.88798899,-87.64300406,Entire home/apt,100,1,5,4/23/16,0.12,1,0
6202588,(Cozy 1 Bedroom in Ravenswood with Remodeled Bath),24406868,Lauren,,Uptown,41.96733898,-87.67036028,Entire home/apt,100,2,30,11/4/18,0.7,1,16
6212418,"(Logan Square Garden Apartment, Free Street Parking)",4057296,Leah,,Logan Square,41.93028166,-87.72237149,Entire home/apt,45,1,224,11/13/18,5.27,1,70
6214121,(Quiet 1 bedroom 2 blocks to Wrigley),32222555,Kristofer,,Lake view,41.94333652,-87.65342955,Private room,90,1,14,8/13/18,0.34,1,0
6229085,"(Family Friendly Condo & Home Theater, Minutes from Downtown)",4070322,Erik,,West Town,41.89432412,-87.66416163,Entire home/apt,499,1,57,11/11/18,1.79,1,342
6232258,"(Cozy Humboldt Park Apt, in charming neighborhood)",32336500,Samson,,Humboldt Park,41.91057575,-87.70869757,Entire home/apt,58,2,138,11/12/18,3.24,1,327
6246314,(Stunning Luxury 2 Bed 2 Bath House),32432545,Peter,,West Town,41.91164916,-87.69230369,Entire home/apt,250,3,108,10/21/18,2.7,1,344
6274340,(U of C fully furnished rooms),12728248,Judy,,hyde park,41.79728437,-87.58833426,Private room,110,5,3,9/21/18,0.1,3,87
6277018,(Lovely + Spacious Boulevard Room),16831551,Jocelyn,,Logan Square,41.91636621,-87.70049828,Private room,89,2,17,8/5/18,0.42,1,287
6288917,(2-Bedroom Suite Warm Community (LL)),20449664,John,,Dunning,41.94309778,-87.79460726,Private room,125,3,13,10/13/18,0.47,5,254
6292490,"(Modern, comfortable 2 bedroom)",12743042,John,,West Town,41.89600957,-87.68308778,Entire home/apt,165,2,22,10/21/18,0.51,1,365
6299954,"(5 month minimum: Wicker Pk 1br Condo, Renovated)",2872325,Rishi,,West Town,41.91156593,-87.69190068,Entire home/apt,55,144,13,6/10/17,0.32,2,348
6316235,(Very Spacious Vintage Gem with New Decor),12608762,Tanya,,Lincoln Square,41.97340461,-87.6963662,Entire home/apt,250,1,144,10/30/18,3.38,4,289
6319095,(Wicker Park Loft),23368002,Luis,,West Town,41.90761025,-87.67332021,Entire home/apt,105,1,336,10/26/18,8.14,1,70
6321615,(Quiet space in busy Bucktown),32895726,Maria,,Logan Square,41.92408994,-87.68419476,Private room,60,4,36,10/9/18,0.88,1,228
6324363,(Spacious 1915 Condo near Lake!),1931615,Jesse,,Rogers Park,42.00385929,-87.66208982,Entire home/apt,170,2,124,9/24/18,2.94,1,217
6325307,(Solar Powered 4 Bed/3.5 Ba for Families),27894580,Jonathan,,Albany Park,41.96317852,-87.70386643,Entire home/apt,279,2,9,7/15/18,0.22,1,0
6327208,(Mid-Century Decor Spacious 2 bd Lincoln Square),12608762,Tanya,,Lincoln Square,41.9712863,-87.69618988,Entire home/apt,140,1,70,10/3/18,1.64,4,285
6343895,"(A Room in a Charming Home in Beverly, Chicago)",33039621,Andrew,,Beverly,41.71277016,-87.66597546,Private room,44,1,37,8/5/18,0.9,1,0
6344612,(Pretty little flat.),21180534,Erica,,Uptown,41.97185953,-87.66114987,Entire home/apt,98,18,108,9/24/18,2.53,1,87
6346216,(Mountain Room in Logan Square),33053901,Andrea,,Logan Square,41.93149971,-87.71480878,Private room,95,1,13,1/21/18,0.92,2,0
6346224,(Pineapple Express 1 (free STREET parking)),71488,Doug,,Lincoln Park,41.93124374,-87.64579104,Private room,69,1,99,10/19/18,2.59,4,357
6346374,(Pineapple Express 2 (free STREET parking!!)),71488,Doug,,Lake view,41.93320233,-87.64640476,Private room,75,1,123,10/9/18,2.89,4,356
6359332,(Stunning LUX APT in River North),33127842,Kari,,Near North Side,41.88806403,-87.63422014,Entire home/apt,164,30,1,9/28/18,0.61,10,364
6362890,(Gold Coast Modern One bdrm Gorgeous view),7775903,Chelsi And Serhat,,Near North Side,41.91058344,-87.63089877,Entire home/apt,80,28,12,10/28/18,0.29,1,188
6363328,(Cozy studio in amazing location),33154489,Sara,,Lincoln Square,41.96944968,-87.69439162,Entire home/apt,79,3,131,11/5/18,3.29,1,139
6365974,(Cute cozy cottage 20 min 2 downtown),31669178,Donna,,Hegewisch,41.65155809,-87.54165396,Entire home/apt,99,2,26,8/15/18,0.62,3,178
6374350,(Spacious garden level suite),6700231,Petra,,North Center,41.94782013,-87.68427951,Private room,78,2,83,11/5/18,2.05,1,312
6374890,(Bright 1bd in Ukrainian / Humboldt),33221491,Mary,,West Town,41.89840151,-87.6967315,Entire home/apt,99,2,29,8/20/18,0.7,1,0
6375348,(Convenient Quiet Oasis near City Center and Beach),16050215,Terryon,,Douglas,41.83240437,-87.61057541,Private room,70,3,137,11/12/18,3.27,1,252
6375968,(North Chicago 3 bedrooms apartment),30480068,Byamba,,West Ridge,41.98615113,-87.69920503,Private room,35,2,80,10/7/18,1.92,1,333
6376734,(NEW 2BEDROOM 2BATHROOM GREAT LOCATION South Loop),3965428,Rob,,L??p,41.87207378,-87.62998846,Entire home/apt,133,31,2,8/2/16,0.05,16,252
6378029,(1475 sq ft MODERN LOFT STYLE CONDO),14240091,Michael,,Uptown,41.96686083,-87.65395253,Entire home/apt,80,2,4,3/18/18,0.12,1,0
6382734,(Charming Lincoln Park 3BR Townhome),33244928,Diana,,Lincoln Park,41.92107719,-87.63749244,Entire home/apt,350,4,62,10/23/18,1.48,1,346
6389925,(Your modern & cozy zen in the city!),33159356,Daniela,,Irving Park,41.96352044,-87.74114317,Entire home/apt,89,2,26,10/7/18,0.62,1,323
6391342,(Close to Downtown and United Center),24673972,Kok Keng,,West Town,41.8925864,-87.66999246,Private room,80,2,28,8/1/16,0.76,1,0
6396451,(University Village Condo),33352393,Andrew,,Near West Side,41.86158737,-87.6479499,Entire home/apt,150,2,25,8/20/17,0.59,1,0
6398536,(215 WEST MODERN LOOP FURNISHED ONE BED GYM POOL(1)),9400379,Chicago Property Concierge,,L??p,41.88282094,-87.63346769,Entire home/apt,125,31,5,10/2/17,0.12,17,364
6406528,(E),26096089,Ben,,Edgewater,41.98937197,-87.66697619,Shared room,90,12,55,8/11/18,1.29,1,288
6419072,(Unique and Cozy updated home),7430573,Melissa,,Irving Park,41.95576473,-87.72881263,Entire home/apt,69,6,8,10/14/17,0.35,1,0
6423299,(Get Artsy at a Craftsman Gallery in River West),5228189,Matthew,,West Town,41.89680748,-87.65513257,Entire home/apt,280,1,148,11/12/18,3.52,4,119
6424931,(block2Metra& BlueLine*20 min 2 loop),31669178,Donna,,Portage Park,41.95986329,-87.74831627,Entire home/apt,99,90,14,12/17/17,0.33,3,362
6426005,(Cat Lovers Halloween Weekend Special),3621097,Marcus,,Lake view,41.94571143,-87.65135576,Entire home/apt,200,2,35,7/29/18,0.83,2,0
6447131,(River North's Finest  -  Sleeps 6),5640784,Dean,,Near North Side,41.89591554,-87.6346552,Entire home/apt,249,2,161,11/12/18,3.83,2,144
6448745,(1 BR in Beautiful Humboldt Park w/free street pkg),27538050,Jeff,,Humboldt Park,41.90526397,-87.71029749,Private room,40,1,89,11/12/18,4.77,2,8
6460914,(Cozy cottage in Chicago - dog friendly.),8759336,Patrice,,West Ridge,42.00662929,-87.68544155,Entire home/apt,82,1,24,9/2/18,0.59,1,0
6463650,(Hyde Park/Kenwood Coach House),5007312,Jay,,Kenwood,41.80851798,-87.59588917,Private room,150,2,23,10/8/18,0.6,1,363
6480445,"(Tree top 2nd floor 3 bedrm apt, reg. #R (Phone number hidden by Airbnb))",28172807,Sadie Rose And Patrick,,Avondale,41.93520806,-87.71095645,Entire home/apt,100,2,84,11/11/18,2.8,2,225
6499322,"(Sweet Home Chinatown, close to McCormick)",33870996,Yvonne,,Armour Square,41.85029595,-87.63239922,Entire home/apt,85,2,153,11/5/18,3.64,3,81
6504170,(West Town Traveler's Lodge),4591141,Moudi,,West Town,41.90064407,-87.67056039,Entire home/apt,116,1,382,11/11/18,9.06,2,30
6510361,(Grand Suite @ Raffaello Hotel),23612069,Tj,,Near North Side,41.90092788,-87.62102014,Private room,85,1,155,10/31/18,3.72,10,108
6515667,(2BD/1B Old Town!   Walk to North Ave. Beach & Zoo),683529,Joe,,Lincoln Park,41.91240544,-87.63806957,Entire home/apt,275,2,31,11/4/18,0.78,20,358
6515813,(Bungalow Suite),2308296,Monica,,Irving Park,41.95998522,-87.71130803,Private room,98,2,66,10/22/18,1.75,1,245
